id,code,name,type,parent_id:id,user_type:id
pcg_m14_6541,6541,Créances admises en non valeur,other,l10n_fr_m14.pcg_m14_654,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_6542,6542,Créances éteintes,other,l10n_fr_m14.pcg_m14_654,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_655,655,Contingents et participations obligatoires,view,l10n_fr_m14.pcg_m14_65,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_6551,6551,Police d'État,other,l10n_fr_m14.pcg_m14_655,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_6552,6552,Aide sociale du département,other,l10n_fr_m14.pcg_m14_655,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_6553,6553,Service d'incendie,other,l10n_fr_m14.pcg_m14_655,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_6554,6554,Contributions aux organismes de regroupement,other,l10n_fr_m14.pcg_m14_655,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_6555,6555,Contributions au C.N.F.P.T. (personnel privé d'emploi),other,l10n_fr_m14.pcg_m14_655,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_6556,6556,Indemnités de logement aux instituteurs,other,l10n_fr_m14.pcg_m14_655,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_6557,6557,Contributions au titre de la politique de l’habitat,other,l10n_fr_m14.pcg_m14_655,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_6558,6558,Autres contributions obligatoires,other,l10n_fr_m14.pcg_m14_655,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_656,656,Frais de fonctionnement des groupes d’élus1,view,l10n_fr_m14.pcg_m14_65,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_6561,6561,Frais de personnel,other,l10n_fr_m14.pcg_m14_656,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_6562,6562,"Matériel, équipement et fournitures",other,l10n_fr_m14.pcg_m14_656,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_657,657,Subventions de fonctionnement versées,view,l10n_fr_m14.pcg_m14_65,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_6573,6573,Subventions de fonctionnement aux organismes publics,view,l10n_fr_m14.pcg_m14_657,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_65731,65731,État,other,l10n_fr_m14.pcg_m14_6573,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_65732,65732,Régions,other,l10n_fr_m14.pcg_m14_6573,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_65733,65733,Départements,other,l10n_fr_m14.pcg_m14_6573,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_65734,65734,Communes,view,l10n_fr_m14.pcg_m14_6573,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_657341,657341,Communes membres du GFP,other,l10n_fr_m14.pcg_m14_65734,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_657348,657348,Autres communes,other,l10n_fr_m14.pcg_m14_65734,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_65735,65735,Groupements de collectivités,view,l10n_fr_m14.pcg_m14_6573,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_657351,657351,GFP de rattachement,other,l10n_fr_m14.pcg_m14_65735,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_657358,657358,Autres groupements,other,l10n_fr_m14.pcg_m14_65735,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_65736,65736,Établissements et services rattachés,view,l10n_fr_m14.pcg_m14_6573,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_657361,657361,Caisse des écoles,other,l10n_fr_m14.pcg_m14_65736,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_657362,657362,CCAS,other,l10n_fr_m14.pcg_m14_65736,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_657363,657363,A caractère administratif,other,l10n_fr_m14.pcg_m14_65736,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_657364,657364,A caractère industriel et commercial,other,l10n_fr_m14.pcg_m14_65736,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_65737,65737,Autres établissements publics locaux,other,l10n_fr_m14.pcg_m14_6573,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_65738,65738,Autres organismes publics,other,l10n_fr_m14.pcg_m14_6573,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_6574,6574,Subventions de fonctionnement aux associations et autres personnes de droit privé,other,l10n_fr_m14.pcg_m14_657,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_658,658,Charges diverses de la gestion courante,other,l10n_fr_m14.pcg_m14_65,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_66,66,CHARGES FINANCIÈRES,view,l10n_fr_m14.pcg_m14_0,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_661,661,Charges d'intérêts,view,l10n_fr_m14.pcg_m14_66,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_6611,6611,Intérêts des emprunts et dettes,view,l10n_fr_m14.pcg_m14_661,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_66111,66111,Intérêts réglés à l’échéance,other,l10n_fr_m14.pcg_m14_6611,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_66112,66112,Intérêts - Rattachement des ICNE,other,l10n_fr_m14.pcg_m14_6611,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_66113,66113,Remboursements d’intérêts d’emprunts transférés,view,l10n_fr_m14.pcg_m14_6611,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_661131,661131,aux communes membres du GFP,other,l10n_fr_m14.pcg_m14_66113,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_661132,661132,au GFP de rattachement,other,l10n_fr_m14.pcg_m14_66113,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_661133,661133,à la collectivité ou à l’établissement de rattachement,other,l10n_fr_m14.pcg_m14_66113,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_661138,661138,à d’autres tiers,other,l10n_fr_m14.pcg_m14_66113,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_6615,6615,Intérêts des comptes courants et de dépôts créditeurs,other,l10n_fr_m14.pcg_m14_661,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_6616,6616,"Intérêts bancaires et sur opérations de financement (escompte,...)",other,l10n_fr_m14.pcg_m14_661,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_6618,6618,Intérêts des autres dettes,other,l10n_fr_m14.pcg_m14_661,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_665,665,Escomptes accordés,other,l10n_fr_m14.pcg_m14_66,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_666,666,Pertes de change,other,l10n_fr_m14.pcg_m14_66,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_667,667,Charges nettes sur cessions de valeurs mobilières de placement,other,l10n_fr_m14.pcg_m14_66,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_668,668,Autres charges financières,other,l10n_fr_m14.pcg_m14_66,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_67,67,CHARGES EXCEPTIONNELLES,view,l10n_fr_m14.pcg_m14_0,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_671,671,Charges exceptionnelles sur opérations de gestion,view,l10n_fr_m14.pcg_m14_67,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_6711,6711,Intérêts moratoires et pénalités sur marchés,other,l10n_fr_m14.pcg_m14_671,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_6712,6712,Amendes fiscales et pénales,other,l10n_fr_m14.pcg_m14_671,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_6713,6713,Secours et dots,other,l10n_fr_m14.pcg_m14_671,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_6714,6714,Bourses et prix,other,l10n_fr_m14.pcg_m14_671,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_6718,6718,Autres charges exceptionnelles sur opérations de gestion,other,l10n_fr_m14.pcg_m14_671,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_673,673,Titres annulés (sur exercices antérieurs),other,l10n_fr_m14.pcg_m14_67,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_674,674,Subventions de fonctionnement exceptionnelles,view,l10n_fr_m14.pcg_m14_67,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_6743,6743,Subventions de fonctionnement (versées par les groupements),other,l10n_fr_m14.pcg_m14_674,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_6744,6744,"Subventions aux S.P.I.C. (autres que les services de transport, d’eau et d’assainissement)",view,l10n_fr_m14.pcg_m14_674,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_67441,67441,aux budgets annexes et aux régies dotées de la seule autonomie financière,other,l10n_fr_m14.pcg_m14_6744,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_67442,67442,aux régies dotées de la personnalité morale,other,l10n_fr_m14.pcg_m14_6744,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_67443,67443,aux fermiers et aux concessionnaires,other,l10n_fr_m14.pcg_m14_6744,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_67444,67444,aux syndicats exploitant un SPIC,other,l10n_fr_m14.pcg_m14_6744,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_6745,6745,Subventions aux personnes de droit privé,other,l10n_fr_m14.pcg_m14_674,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_6746,6746,Bonifications d’intérêts,other,l10n_fr_m14.pcg_m14_674,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_6748,6748,Autres subventions exceptionnelles,other,l10n_fr_m14.pcg_m14_674,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_675,675,Valeurs comptables des immobilisations cédées,other,l10n_fr_m14.pcg_m14_67,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_676,676,Différences sur réalisations (positives) transférées en investissement,other,l10n_fr_m14.pcg_m14_67,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_678,678,Autres charges exceptionnelles,other,l10n_fr_m14.pcg_m14_67,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_68,68,DOTATIONS AUX AMORTISSEMENTS ET PROVISIONS,view,l10n_fr_m14.pcg_m14_0,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_681,681,Dotations aux amortissements et aux provisions - Charges de fonctionnement courant,view,l10n_fr_m14.pcg_m14_68,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_6811,6811,Dotations aux amortissements des immobilisations incorporelles et corporelles,other,l10n_fr_m14.pcg_m14_681,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_6812,6812,Dotations aux amortissements des charges de fonctionnement à répartir,other,l10n_fr_m14.pcg_m14_681,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_6815,6815,Dotations aux provisions pour risques et charges de fonctionnement courant,other,l10n_fr_m14.pcg_m14_681,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_6816,6816,Dotations aux provisions pour dépréciation des immobilisations incorporelles et corporelles,other,l10n_fr_m14.pcg_m14_681,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_6817,6817,Dotations aux provisions pour dépréciation des actifs circulants,other,l10n_fr_m14.pcg_m14_681,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_686,686,Dotations aux amortissements et aux provisions - Charges financières,view,l10n_fr_m14.pcg_m14_68,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_6861,6861,Dotations aux amortissements des primes de remboursement des obligations,other,l10n_fr_m14.pcg_m14_686,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_6862,6862,Dotations aux amortissements des charges financières à répartir,other,l10n_fr_m14.pcg_m14_686,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_6865,6865,Dotations aux provisions pour risques et charges financiers,other,l10n_fr_m14.pcg_m14_686,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_6866,6866,Dotations aux provisions pour dépréciation des éléments financiers,other,l10n_fr_m14.pcg_m14_686,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_687,687,Dotations aux amortissements et aux provisions - Charges exceptionnelles,view,l10n_fr_m14.pcg_m14_68,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_6871,6871,Dotations aux amortissements exceptionnels des immobilisations,other,l10n_fr_m14.pcg_m14_687,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_6875,6875,Dotations aux provisions pour risques et charges exceptionnels,other,l10n_fr_m14.pcg_m14_687,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_6876,6876,Dotations aux provisions pour dépréciations exceptionnelles,other,l10n_fr_m14.pcg_m14_687,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_70,70,"PRODUITS DES SERVICES, DU DOMAINE ET VENTES DIVERSES",view,l10n_fr_m14.pcg_m14_0,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_701,701,Ventes de produits finis,view,l10n_fr_m14.pcg_m14_70,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_7011,7011,Ventes d’eau,other,l10n_fr_m14.pcg_m14_701,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_7012,7012,Taxes et redevances d’eau,view,l10n_fr_m14.pcg_m14_701,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_70124,70124,Redevance pour pollution d’origine domestique,view,l10n_fr_m14.pcg_m14_7012,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_701241,701241,Redevance pour pollution d’origine domestique,other,l10n_fr_m14.pcg_m14_70124,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_701249,701249,Reversement de la redevance pour pollution d’origine domestique3,other,l10n_fr_m14.pcg_m14_70124,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_70128,70128,Autres taxes et redevances d’eau,other,l10n_fr_m14.pcg_m14_7012,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_7013,7013,Vente de produits résiduels,other,l10n_fr_m14.pcg_m14_701,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_7015,7015,Ventes de terrains aménagés,other,l10n_fr_m14.pcg_m14_701,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_7018,7018,Autres ventes de produits finis,other,l10n_fr_m14.pcg_m14_701,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_702,702,Ventes de récoltes et de produits forestiers,view,l10n_fr_m14.pcg_m14_70,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_7021,7021,Ventes de récoltes,other,l10n_fr_m14.pcg_m14_702,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_7022,7022,Coupes de bois 2,other,l10n_fr_m14.pcg_m14_702,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_7023,7023,Menus produits forestiers,other,l10n_fr_m14.pcg_m14_702,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_7024,7024,Remboursement forfaitaire T.V.A.,other,l10n_fr_m14.pcg_m14_702,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_7025,7025,Taxes d'affouage,other,l10n_fr_m14.pcg_m14_702,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_7028,7028,Autres produits agricoles et forestiers,other,l10n_fr_m14.pcg_m14_702,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_703,703,Redevances et recettes d'utilisation du domaine,view,l10n_fr_m14.pcg_m14_70,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_7031,7031,Concessions et redevances funéraires,view,l10n_fr_m14.pcg_m14_703,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_70311,70311,Concession dans les cimetières (produit net),other,l10n_fr_m14.pcg_m14_7031,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_70312,70312,Redevances funéraires,other,l10n_fr_m14.pcg_m14_7031,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_7032,7032,"Droits de permis de stationnement et de location sur la voie publique, les rivières, ports et quais fluviaux et autres lieux publics",view,l10n_fr_m14.pcg_m14_703,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_70321,70321,Droits de stationnement et de location sur la voie publique,other,l10n_fr_m14.pcg_m14_7032,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_70322,70322,Droits de stationnement et de location sur le domaine public portuaire et fluvial,other,l10n_fr_m14.pcg_m14_7032,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_70323,70323,Redevance d’occupation du domaine public communal,other,l10n_fr_m14.pcg_m14_7032,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_70328,70328,Autres droits de stationnement et de location,other,l10n_fr_m14.pcg_m14_7032,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_7033,7033,Redevances pour appareils distributeurs d'essence,other,l10n_fr_m14.pcg_m14_703,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_7034,7034,"Péage, droits de pesage, mesurage, jaugeage",other,l10n_fr_m14.pcg_m14_703,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_7035,7035,Locations de droits de chasse et de pêche,other,l10n_fr_m14.pcg_m14_703,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_7036,7036,Taxes de pâturage et de tourbage,other,l10n_fr_m14.pcg_m14_703,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_7037,7037,Contribution pour dégradation des voies et chemins,other,l10n_fr_m14.pcg_m14_703,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_7038,7038,Autres redevances et recettes d’utilisation du domaine,view,l10n_fr_m14.pcg_m14_703,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_70381,70381,Taxe de pavage et de trottoirs,other,l10n_fr_m14.pcg_m14_7038,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_70382,70382,Redevances de ski de fond,other,l10n_fr_m14.pcg_m14_7038,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_70388,70388,Autres redevances et recettes diverses,other,l10n_fr_m14.pcg_m14_7038,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_70389,70389,Reversements sur redevance de ski de fond,other,l10n_fr_m14.pcg_m14_7038,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_704,704,Travaux,other,l10n_fr_m14.pcg_m14_70,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_705,705,Études,other,l10n_fr_m14.pcg_m14_70,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_706,706,Prestations de services,view,l10n_fr_m14.pcg_m14_70,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_7061,7061,Redevances d'enlèvement des ordures et des déchets,view,l10n_fr_m14.pcg_m14_706,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_70611,70611,Redevance d’enlèvement des ordures ménagères,other,l10n_fr_m14.pcg_m14_7061,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_70612,70612,Redevance spéciale d’enlèvement des ordures,other,l10n_fr_m14.pcg_m14_7061,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_70613,70613,Abonnement ou redevance pour enlèvement des déchets industriels et commerciaux,other,l10n_fr_m14.pcg_m14_7061,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_70619,70619,Reversements sur redevances d’enlèvement des ordures et des déchets,other,l10n_fr_m14.pcg_m14_7061,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_7062,7062,Redevances et droits des services à caractère culturel,other,l10n_fr_m14.pcg_m14_706,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_7063,7063,Redevances et droits des services à caractère sportif et de loisirs,view,l10n_fr_m14.pcg_m14_706,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_70631,70631,A caractère sportif,other,l10n_fr_m14.pcg_m14_7063,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_70632,70632,A caractère de loisirs,other,l10n_fr_m14.pcg_m14_7063,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_7064,7064,Taxes de désinfection (services d’hygiène),other,l10n_fr_m14.pcg_m14_706,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_7065,7065,Droits de ports et de navigation (autres que stationnement et location),other,l10n_fr_m14.pcg_m14_706,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_7066,7066,Redevances et droits des services à caractère social,other,l10n_fr_m14.pcg_m14_706,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_7067,7067,Redevances et droits des services périscolaires et d’enseignement,other,l10n_fr_m14.pcg_m14_706,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_7068,7068,Autres redevances et droits,view,l10n_fr_m14.pcg_m14_706,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_70681,70681,Redevances d’assainissement collectif et pour modernisation des réseaux de collecte,view,l10n_fr_m14.pcg_m14_7068,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_706811,706811,Redevance d’assainissement collectif,other,l10n_fr_m14.pcg_m14_70681,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_706812,706812,Redevance pour modernisation des réseaux de collecte,view,l10n_fr_m14.pcg_m14_70681,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_7068121,7068121,Redevance pour modernisation des réseaux de collecte,other,l10n_fr_m14.pcg_m14_706812,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_7068129,7068129,Reversement de la redevance pour modernisation des réseaux de collecte,other,l10n_fr_m14.pcg_m14_706812,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_706813,706813,Participations pour l'assainissement collectif,other,l10n_fr_m14.pcg_m14_70681,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_70682,70682,Location de compteurs,other,l10n_fr_m14.pcg_m14_7068,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_70683,70683,Produits des commissions pour recouvrement de la redevance d’assainissement,other,l10n_fr_m14.pcg_m14_7068,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_70684,70684,Redevances d’archéologie préventive,other,l10n_fr_m14.pcg_m14_7068,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_70688,70688,Autres prestations de services,other,l10n_fr_m14.pcg_m14_7068,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_707,707,Ventes de marchandises,view,l10n_fr_m14.pcg_m14_70,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_7071,7071,Compteurs,other,l10n_fr_m14.pcg_m14_707,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_7078,7078,Autres marchandises,other,l10n_fr_m14.pcg_m14_707,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_708,708,Autres produits,view,l10n_fr_m14.pcg_m14_70,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_7081,7081,Produits des services exploités dans l'intérêt du personnel,other,l10n_fr_m14.pcg_m14_708,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_7082,7082,Commissions,other,l10n_fr_m14.pcg_m14_708,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_7083,7083,Locations diverses (autres qu'immeubles),other,l10n_fr_m14.pcg_m14_708,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_7084,7084,Mise à disposition de personnel facturée,view,l10n_fr_m14.pcg_m14_708,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_70841,70841,"aux budgets annexes, régies municipales, C.C.A.S. et caisse des écoles",other,l10n_fr_m14.pcg_m14_7084,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_70845,70845,aux communes membres du GFP,other,l10n_fr_m14.pcg_m14_7084,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_70846,70846,au GFP de rattachement,other,l10n_fr_m14.pcg_m14_7084,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_70848,70848,aux autres organismes,other,l10n_fr_m14.pcg_m14_7084,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_7087,7087,Remboursements de frais,view,l10n_fr_m14.pcg_m14_708,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_70871,70871,par la collectivité de rattachement1,other,l10n_fr_m14.pcg_m14_7087,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_70872,70872,par les budgets annexes et les régies municipales,other,l10n_fr_m14.pcg_m14_7087,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_70873,70873,par les C.C.A.S.,other,l10n_fr_m14.pcg_m14_7087,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_70874,70874,par les caisses des écoles,other,l10n_fr_m14.pcg_m14_7087,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_70875,70875,par les communes membres du GFP,other,l10n_fr_m14.pcg_m14_7087,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_70876,70876,par le GFP de rattachement,other,l10n_fr_m14.pcg_m14_7087,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_70878,70878,par d’autres redevables,other,l10n_fr_m14.pcg_m14_7087,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_7088,7088,Autres produits d'activités annexes (abonnements et vente d'ouvrages...),other,l10n_fr_m14.pcg_m14_708,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_71,71,PRODUCTION STOCKEE (OU DESTOCKAGE),view,l10n_fr_m14.pcg_m14_0,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_713,713,"Variation des stocks (en-cours de production, produits)",view,l10n_fr_m14.pcg_m14_71,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_7133,7133,Variation des en-cours de production de biens,other,l10n_fr_m14.pcg_m14_713,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_7134,7134,Variation des en-cours de production de services,other,l10n_fr_m14.pcg_m14_713,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_7135,7135,Variation des stocks de produits,view,l10n_fr_m14.pcg_m14_713,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_71351,71351,Variation des stocks de produits autres que terrains,other,l10n_fr_m14.pcg_m14_7135,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_71355,71355,Variation des stocks de terrains aménagés,other,l10n_fr_m14.pcg_m14_7135,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_72,72,TRAVAUX EN REGIE,view,l10n_fr_m14.pcg_m14_0,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_721,721,Immobilisations incorporelles,other,l10n_fr_m14.pcg_m14_72,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_722,722,Immobilisations corporelles,other,l10n_fr_m14.pcg_m14_72,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_73,73,IMPÔTS ET TAXES,view,l10n_fr_m14.pcg_m14_0,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_731,731,Impôts locaux,view,l10n_fr_m14.pcg_m14_73,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_7311,7311,Contributions directes,view,l10n_fr_m14.pcg_m14_731,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_73111,73111,Taxes foncières et d’habitation,other,l10n_fr_m14.pcg_m14_7311,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_73112,73112,Cotisations sur la valeur ajoutée des Entreprises,other,l10n_fr_m14.pcg_m14_7311,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_73113,73113,Taxe sur les surfaces commerciales,other,l10n_fr_m14.pcg_m14_7311,l10n_fr_m14.fr_pcg_m14_default_type
